sample	qcpass	fittype	calib_slope	calib_slope_deg	calib_span	calib_linfit_rsquare	calib_linfit_logpval	coef_a	coef_b	coef_c	ci_a	ci_b	ci_c	rsquare	adjrsquare	rmse	f	f_logpval	truncated_genes	median	iqr	iqr_raw	q1	q25	q75	q99
LJP009_A375_24H_X1_B20:H15	1	power	1.85882	61.7209	4.93292	0.978421	8.08021	0.223323	1.71317	-1.9056	-0.66,1.10	0.31,3.11	-10.00,6.18	0.982051	0.977564	0.425602	218.852	6.98383	1	8.15186	10.8635	1.84748	12.3937	87.3962	949.43	19693.6
LJP009_A375_24H_X1_B20:H16	1	power	1.91696	62.4508	4.82302	0.975922	7.86559	0.205863	1.74399	-2.38146	-0.69,1.11	0.20,3.28	-11.57,6.81	0.979665	0.974581	0.453009	192.704	6.76701	1	8.02595	11.2372	1.83169	10.971	75.7014	850.669	15859.4
LJP009_A375_24H_X1_B20:H17	1	power	1.73136	59.9901	5.27798	0.977867	8.03053	0.195977	1.73352	-1.18471	-0.52,0.91	0.43,3.04	-8.04,5.68	0.982258	0.977822	0.42314	221.453	7.00399	1	8.30052	9.01879	1.82054	15.8635	99.3863	896.344	14044.5
LJP009_A375_24H_X1_B20:H18	1	power	1.71572	59.7644	5.29441	0.982321	8.47049	0.314725	1.5618	-2.07404	-0.78,1.41	0.35,2.77	-9.89,5.74	0.984826	0.981032	0.391325	259.603	7.27556	1	8.44285	8.90357	1.8266	15.9442	108.019	961.759	11277.3
LJP009_A375_24H_X1_B20:H19	1	power	1.91618	62.4412	4.71289	0.978927	8.12663	0.0666816	2.14837	-0.574485	-0.18,0.31	0.80,3.50	-5.92,4.77	0.98655	0.983187	0.368423	293.394	7.48509	1	8.11111	9.02565	1.63248	13.9435	102.635	926.345	18513
LJP009_A375_24H_X1_B20:H20	1	power	1.96321	63.0071	4.58718	0.974866	7.78151	0.310643	1.61996	-2.80132	-1.16,1.78	-0.05,3.29	-13.97,8.37	0.97727	0.971587	0.478946	171.976	6.57357	4	8.37315	10.7042	1.73354	13.269	95.8093	1025.56	26031
LJP009_A375_24H_X1_B20:H21	1	power	1.90991	62.3641	4.7521	0.981913	8.42584	0.545795	1.40714	-4.51726	-1.81,2.90	-0.05,2.87	-17.58,8.55	0.982933	0.978666	0.415018	230.365	7.07133	1	8.36168	11.1217	1.8176	12.085	94.5613	1051.68	16721.3
LJP009_A375_24H_X1_B20:H22	1	power	2.10249	64.563	4.40064	0.971006	7.50165	0.119584	1.96664	-2.26847	-0.50,0.74	0.09,3.84	-12.08,7.54	0.976094	0.970118	0.491173	163.323	6.48598	2	8.05482	11.907	1.69846	10.2562	81.3342	968.45	25869.4
LJP009_A375_24H_X1_B20:H23	1	power	1.90383	62.289	4.83791	0.972194	7.58361	0.0755218	2.10049	-0.727297	-0.25,0.40	0.54,3.66	-7.16,5.70	0.980128	0.975159	0.447825	197.284	6.80699	2	8.17004	10.7335	1.76767	12.3247	97.2854	1044.21	21776
LJP009_A375_24H_X1_B20:H24	1	power	1.79445	60.8702	4.97714	0.97615	7.88423	0.0576689	2.18958	0.259583	-0.15,0.27	0.86,3.52	-4.36,4.88	0.985279	0.981599	0.385434	267.722	7.32826	4	8.45416	10.4238	1.8115	16.7212	116.493	1214.3	25873.4
LJP009_A375_24H_X1_B20:I01	1	power	1.91703	62.4516	4.66307	0.983829	8.64497	0.104788	1.98507	-1.18882	-0.25,0.46	0.75,3.22	-6.86,4.48	0.989143	0.986429	0.331	364.442	7.85724	2	8.11688	9.2674	1.67206	13.9054	91.6821	849.655	21936.4
LJP009_A375_24H_X1_B20:I02	1	power	2.04418	63.9324	4.56548	0.962298	6.98676	0.0815575	2.10047	-1.31382	-0.36,0.52	0.12,4.08	-10.06,7.44	0.969809	0.962262	0.551974	128.491	6.08051	3	7.98302	10.4181	1.65232	10.6323	81.7013	851.175	27352.1
LJP009_A375_24H_X1_B20:I03	1	power	1.98257	63.2338	4.76161	0.959166	6.83023	0.203657	1.76039	-2.64549	-0.96,1.37	-0.27,3.79	-14.94,9.65	0.963322	0.954153	0.608393	105.058	5.74238	3	8.21624	13.0525	1.86665	10.5044	78.2551	1021.43	22657.8
LJP009_A375_24H_X1_B20:I04	1	power	1.95082	62.8602	4.74776	0.972461	7.60253	0.293195	1.6338	-2.87138	-1.10,1.69	-0.04,3.31	-14.03,8.29	0.975244	0.969055	0.499831	157.577	6.42528	2	8.05549	11.1245	1.79179	11.6272	75.7019	842.143	23831.7
LJP009_A375_24H_X1_B20:I05	1	power	1.85728	61.701	4.96555	0.97118	7.51339	0.106088	1.98254	-0.670366	-0.33,0.55	0.46,3.50	-7.25,5.91	0.97835	0.972938	0.467424	180.758	6.65817	2	8.0549	10.3758	1.8106	12.5199	83.6896	868.344	21975.3
LJP009_A375_24H_X1_B20:I06	1	power	1.87316	61.9041	4.94979	0.97116	7.51203	0.176879	1.78957	-1.91321	-0.64,0.99	0.16,3.42	-10.93,7.10	0.975715	0.969644	0.49505	160.713	6.45867	1	8.14182	10.229	1.78924	11.7263	87.2061	892.031	20409.5
LJP009_A375_24H_X1_B20:I07	1	power	1.94662	62.81	4.7327	0.973456	7.67462	0.182433	1.80242	-1.86314	-0.63,1.00	0.20,3.40	-10.63,6.91	0.977848	0.972311	0.472808	176.574	6.61838	3	8.0013	9.6308	1.68652	10.9265	82.7813	797.251	21453.7
LJP009_A375_24H_X1_B20:I08	1	power	1.95304	62.8865	4.71283	0.960033	6.87234	0.0146998	2.7161	0.792639	-0.05,0.08	1.00,4.43	-3.67,5.25	0.977937	0.972421	0.471863	177.298	6.62534	6	7.93649	11.0166	1.74422	11.8833	78.393	863.627	32769.1
LJP009_A375_24H_X1_B20:I09	1	power	1.95192	62.8732	4.68274	0.982972	8.54395	0.55365	1.40993	-4.75893	-1.76,2.87	-0.01,2.83	-17.67,8.15	0.984002	0.980003	0.4018	246.037	7.18378	1	8.1153	10.3945	1.73593	11.6812	85.028	883.827	20478.1
LJP009_A375_24H_X1_B20:I10	1	power	1.99546	63.3828	4.6248	0.970584	7.47329	0.40967	1.52478	-3.81598	-1.71,2.53	-0.28,3.33	-17.87,10.24	0.97242	0.965525	0.52757	141.032	6.23762	2	8.06642	11.7679	1.78862	10.5514	79.5168	935.747	24221.1
LJP009_A375_24H_X1_B20:I11	1	power	1.95772	62.9421	4.70201	0.951264	6.48304	0.022227	2.58078	0.66326	-0.10,0.14	0.58,4.58	-4.90,6.23	0.96754	0.959425	0.572345	119.228	5.9546	6	7.79562	10.8875	1.7602	12.0014	69.8367	760.344	32769.1
LJP009_A375_24H_X1_B20:I12	1	power	1.98846	63.3021	4.65189	0.974321	7.73948	0.258973	1.6818	-2.87834	-0.94,1.46	0.04,3.32	-13.52,7.77	0.977391	0.971739	0.477664	172.921	6.58288	2	8.09297	10.4735	1.71078	11.5875	81.6028	854.669	25426
LJP009_A375_24H_X1_B20:I13	1	power	1.99191	63.3419	4.67887	0.967917	7.30322	0.21513	1.74917	-2.44955	-0.87,1.30	-0.05,3.55	-13.26,8.36	0.971836	0.964795	0.533123	138.027	6.20124	5	8.04831	11.9579	1.79603	10.1237	83.3238	996.375	30821.1
LJP009_A375_24H_X1_B20:I14	1	power	1.79186	60.835	5.13111	0.974406	7.74601	0.303143	1.59503	-2.09495	-0.97,1.57	0.12,3.07	-11.41,7.22	0.977289	0.971611	0.478744	172.124	6.57503	1	8.07976	8.54293	1.72629	14.0324	95.5025	815.871	18130.5
LJP009_A375_24H_X1_B20:I15	1	power	1.90788	62.339	4.81625	0.979214	8.15349	0.335298	1.58001	-2.88079	-1.03,1.70	0.16,3.00	-12.73,6.97	0.981596	0.976995	0.430958	213.347	6.94038	3	8.20208	11.2049	1.81968	11.492	94.3703	1057.41	27692.4
LJP009_A375_24H_X1_B20:I16	1	power	1.93623	62.6852	4.76718	0.979537	8.18417	0.68925	1.33599	-5.02554	-2.33,3.71	-0.14,2.81	-19.54,9.49	0.980332	0.975415	0.445517	199.374	6.82494	2	8.19796	10.6835	1.76458	10.9911	94.3771	1008.28	24056.9
LJP009_A375_24H_X1_B20:I17	1	power	1.92654	62.5677	4.80004	0.978764	8.11159	0.713848	1.32157	-5.2305	-2.53,3.96	-0.20,2.84	-20.57,10.11	0.979477	0.974347	0.455092	190.907	6.75107	1	8.2617	11.6393	1.8403	11.3255	84.7032	985.885	18042.7
LJP009_A375_24H_X1_B20:I18	1	power	1.95945	62.9627	4.81174	0.951002	6.47251	0.0819603	2.09105	-0.870475	-0.39,0.56	-0.03,4.21	-9.79,8.05	0.959712	0.949639	0.637636	95.2841	5.57928	4	8.11607	10.9567	1.73923	10.6184	87.7931	961.926	27401.2
LJP009_A375_24H_X1_B20:I19	1	power	1.7539	60.3101	5.19176	0.976857	7.94317	0.145093	1.83864	-1.01117	-0.41,0.70	0.48,3.19	-7.61,5.59	0.982185	0.977731	0.424007	220.532	6.99687	1	8.36602	9.62531	1.84204	15.8709	100.977	971.935	14061.4
LJP009_A375_24H_X1_B20:I20	1	power	2.22454	65.7946	4.27435	0.952041	6.51459	0.158025	1.89006	-3.21612	-0.93,1.24	-0.56,4.34	-17.82,11.39	0.956682	0.945853	0.661174	88.3408	5.45334	5	7.96214	10.2543	1.51259	9.01327	81.7502	838.294	30739.6
LJP009_A375_24H_X1_B20:I21	1	power	1.90328	62.2822	4.79853	0.981304	8.36097	0.23843	1.68685	-2.74395	-0.71,1.19	0.30,3.08	-11.64,6.15	0.984278	0.980347	0.39833	250.413	7.21392	1	8.24974	11.3824	1.83929	12.0411	88.9541	1012.51	17368.9
LJP009_A375_24H_X1_B20:I22	1	power	1.71668	59.7784	5.25451	0.978349	8.07365	0.099202	1.96687	-0.331823	-0.24,0.44	0.72,3.21	-5.54,4.87	0.98524	0.98155	0.385949	266.997	7.32362	1	8.37281	9.2105	1.83319	16.5121	105.256	969.458	13452.1
LJP009_A375_24H_X1_B20:I23	1	power	2.30311	66.5297	4.08384	0.947918	6.35265	0.0191143	2.68098	-0.439353	-0.11,0.15	0.14,5.22	-8.39,7.51	0.961881	0.952351	0.620233	100.934	5.67542	15	7.93435	11.7557	1.52428	8.98202	79.7165	937.127	32789.6
LJP009_A375_24H_X1_B20:I24	1	power	1.79419	60.8667	4.94973	0.973781	7.69875	0.108517	1.94661	-0.832834	-0.34,0.55	0.48,3.42	-7.48,5.82	0.980273	0.975341	0.446183	198.767	6.81975	1	8.09154	8.43986	1.71189	11.7196	94.4341	797.011	13418
LJP009_A375_24H_X1_B20:J01	1	power	1.9086	62.348	4.56915	0.979429	8.17387	0.0207581	2.60176	1.02773	-0.04,0.08	1.54,3.66	-1.72,3.78	0.992542	0.990677	0.274347	532.321	8.50946	10	8.32384	9.57319	1.62577	17.6902	115.49	1105.61	32778.2
LJP009_A375_24H_X1_B20:J02	1	power	1.95217	62.8762	4.64467	0.981652	8.39783	0.174456	1.81164	-2.07622	-0.50,0.85	0.43,3.19	-9.77,5.62	0.985533	0.981916	0.382096	272.491	7.35848	2	8.31926	8.84836	1.61234	12.4854	93.7243	829.307	18325.1
LJP009_A375_24H_X1_B20:J03	1	power	1.91051	62.3715	4.75586	0.980787	8.30762	0.167945	1.81887	-1.7902	-0.47,0.81	0.46,3.18	-9.10,5.52	0.985036	0.981295	0.3886	263.313	7.29984	2	8.19709	9.75222	1.72021	11.6412	89.4341	872.181	16209.3
LJP009_A375_24H_X1_B20:J04	1	power	1.95615	62.9235	4.59803	0.981247	8.35499	0.160057	1.84039	-2.02921	-0.48,0.80	0.42,3.26	-9.77,5.72	0.985251	0.981563	0.385807	267.197	7.3249	1	8.05336	8.71	1.6113	11.8082	83.1392	724.143	17524.6
LJP009_A375_24H_X1_B20:J05	1	power	1.85029	61.6107	4.93668	0.980527	8.28127	0.780676	1.27692	-5.29149	-2.65,4.21	-0.18,2.73	-20.57,9.98	0.981055	0.976318	0.437254	207.133	6.88999	1	8.29852	8.51133	1.67263	13.4303	97.8059	832.458	11591
LJP009_A375_24H_X1_B20:J06	1	power	1.95723	62.9363	4.68714	0.980898	8.31896	1.20303	1.15439	-7.36179	-4.41,6.81	-0.35,2.66	-27.64,12.92	0.981051	0.976314	0.437294	207.095	6.88968	1	8.29222	12.0646	1.83773	11.2226	84.1723	1015.5	20870.3
LJP009_A375_24H_X1_B20:J07	1	power	2.09889	64.5249	4.27547	0.972558	7.60942	0.196405	1.79468	-2.91224	-0.85,1.24	-0.10,3.69	-14.54,8.71	0.975815	0.969768	0.494037	161.389	6.46578	3	7.84685	10.2718	1.61898	10.9036	75.5656	776.193	20653.8
LJP009_A375_24H_X1_B20:J08	1	power	1.9712	63.1011	4.6698	0.97421	7.73109	0.281467	1.64554	-3.16641	-1.08,1.65	-0.05,3.34	-14.74,8.40	0.976842	0.971052	0.48343	168.726	6.54119	2	8.19235	10.4097	1.72004	10.7163	84.7294	882.009	25173.7
LJP009_A375_24H_X1_B20:J09	1	power	2.0541	64.0417	4.5453	0.972202	7.58415	0.804794	1.30266	-6.31781	-3.59,5.20	-0.52,3.12	-26.53,13.90	0.972797	0.965996	0.523952	143.043	6.26153	2	8.32973	11.1919	1.70047	9.83198	83.4212	933.645	25689.8
LJP009_A375_24H_X1_B20:J10	1	power	1.92289	62.5233	4.71645	0.981799	8.41354	0.176414	1.80186	-1.99904	-0.49,0.84	0.46,3.14	-9.44,5.44	0.985759	0.982199	0.379095	276.886	7.38588	1	8.14804	10.8228	1.79525	11.8123	79.9215	864.977	19150.3
LJP009_A375_24H_X1_B20:J11	1	power	1.91494	62.426	4.74865	0.983401	8.59392	0.606509	1.37361	-4.74134	-1.84,3.06	0.01,2.74	-17.48,7.99	0.984301	0.980377	0.398029	250.798	7.21654	1	8.27271	11.1824	1.81979	13.2032	89.2506	998.039	17497.3
LJP009_A375_24H_X1_B20:J12	1	power	1.9223	62.5161	4.79001	0.972821	7.62825	0.173188	1.81589	-1.71831	-0.59,0.94	0.23,3.40	-10.19,6.75	0.977504	0.97188	0.476471	173.808	6.59157	2	7.93694	10.1164	1.74771	11.5812	77.8829	787.898	23519.6
