sample	qcpass	fittype	calib_slope	calib_slope_deg	calib_span	calib_linfit_rsquare	calib_linfit_logpval	coef_a	coef_b	coef_c	ci_a	ci_b	ci_c	rsquare	adjrsquare	rmse	f	f_logpval	truncated_genes	median	iqr	iqr_raw	q1	q25	q75	q99
LJP009_A375_24H_X1_B20:A01	1	power	4.40228	77.2021	1.16439	0.30532	1.10825	-32461.4	-5.25796	12.0089	-2368887.82,2303965.04	-53.88,43.36	-28.98,53.00	0.322714	0.153393	2.61438	1.90593	0.676913	0	7.54838	2.81788	0.358454	16.323	118.341	333.472	1612.25
LJP009_A375_24H_X1_B20:A02	1	power	1.80162	60.9673	4.91147	0.99187	9.99035	1.09464	1.15915	-5.79051	-2.07,4.26	0.22,2.10	-17.10,5.52	0.992036	0.990046	0.283489	498.289	8.39557	2	8.63707	8.96254	1.75236	13.2181	123.503	1106.9	14680.6
LJP009_A375_24H_X1_B20:A03	1	power	2.11438	64.6881	4.42411	0.935654	5.93712	0.0138346	2.75593	0.209744	-0.08,0.11	0.20,5.32	-6.98,7.40	0.953836	0.942295	0.682552	82.647	5.34277	6	7.8602	13.8068	1.75986	10.8545	73.865	1019.84	32769.1
LJP009_A375_24H_X1_B20:A04	1	power	1.88467	62.0498	4.71193	0.985259	8.82624	0.0633327	2.14892	-0.65517	-0.12,0.25	1.08,3.22	-4.94,3.62	0.992171	0.990214	0.281077	506.944	8.42525	1	7.7057	9.26455	1.73407	12.9706	72.4902	671.589	11254.8
LJP009_A375_24H_X1_B20:A05	1	power	1.64837	58.7564	5.37918	0.991203	9.83606	6.07627	0.620468	-15.013	-12.64,24.79	-0.19,1.43	-45.54,15.51	0.992407	0.990509	0.276814	522.802	8.47835	0	8.39623	8.59924	1.86576	13.9052	96.0005	825.531	10520.8
LJP009_A375_24H_X1_B20:A06	1	power	1.72993	59.9696	5.14845	0.9824	8.47931	0.146668	1.82958	-0.932661	-0.34,0.64	0.64,3.02	-6.71,4.84	0.987101	0.983876	0.360797	306.098	7.55776	1	8.40218	9.44579	1.85461	17.2501	100.386	948.229	17014.8
LJP009_A375_24H_X1_B20:A07	1	power	1.77675	60.6281	4.95768	0.989417	9.4745	0.14203	1.84523	-1.21923	-0.22,0.51	0.93,2.76	-5.77,3.33	0.993529	0.991911	0.255553	614.107	8.75601	1	8.2431	9.33441	1.80025	17.3211	100.865	941.516	12450.7
LJP009_A375_24H_X1_B20:A08	1	power	1.79632	60.8955	4.95745	0.990657	9.71839	0.485145	1.42197	-3.99494	-1.00,1.97	0.39,2.45	-12.74,4.75	0.991693	0.989616	0.289541	477.51	8.32218	0	8.39565	10.0462	1.85595	13.3698	92.2484	926.743	14314.9
LJP009_A375_24H_X1_B20:A09	1	power	1.79228	60.8407	4.90556	0.989853	9.55688	0.12562	1.89694	-0.930022	-0.17,0.42	1.06,2.73	-4.84,2.98	0.994529	0.993161	0.234976	727.105	9.04768	1	8.02882	9.71718	1.83624	14.6489	84.6753	822.806	18094.4
LJP009_A375_24H_X1_B20:A10	1	power	1.68476	59.3085	5.32439	0.981225	8.35275	0.0841933	2.01626	-0.0580568	-0.17,0.34	0.92,3.11	-4.38,4.26	0.988712	0.985889	0.337521	350.343	7.78946	1	8.30985	8.87571	1.85119	16.5633	96.7278	858.529	10345.3
LJP009_A375_24H_X1_B20:A11	1	power	1.86187	61.76	4.89792	0.979996	8.22862	0.196815	1.74512	-2.24633	-0.60,0.99	0.33,3.16	-10.54,6.04	0.983545	0.979432	0.407501	239.09	7.13483	1	8.3551	9.9433	1.76993	14.1679	97.3378	967.859	12996.6
LJP009_A375_24H_X1_B20:A12	1	power	1.69848	59.5121	5.34701	0.975807	7.85627	0.114613	1.90846	-0.550157	-0.33,0.56	0.53,3.29	-6.66,5.56	0.981872	0.977341	0.427712	216.659	6.96665	1	8.44592	9.34526	1.87386	16.3459	99.8503	933.127	13660.6
LJP009_A375_24H_X1_B20:A13	1	power	1.81735	61.1781	4.98124	0.978808	8.11563	0.157537	1.81778	-1.5562	-0.47,0.78	0.41,3.22	-8.91,5.80	0.983178	0.978972	0.412029	233.777	7.09644	1	8.3113	9.25268	1.7444	16.4693	107.47	994.385	13411.6
LJP009_A375_24H_X1_B20:A14	1	power	1.7882	60.7851	5.02199	0.982838	8.52855	0.113297	1.93068	-0.864417	-0.26,0.49	0.73,3.13	-6.31,4.58	0.988252	0.985315	0.344317	336.492	7.72019	1	8.11143	9.61136	1.81219	14.3867	94.8957	912.077	13622.3
LJP009_A375_24H_X1_B20:A15	1	power	2.06808	64.1943	4.64501	0.950571	6.45534	0.233648	1.7208	-3.61642	-1.35,1.82	-0.64,4.09	-19.65,12.42	0.954087	0.942609	0.680693	83.1209	5.35225	1	8.2403	10.3058	1.62297	9.36768	89.8936	926.425	17082.2
LJP009_A375_24H_X1_B20:A16	1	power	1.74752	60.2202	5.0694	0.982225	8.45994	0.0515912	2.20517	0.254187	-0.10,0.20	1.16,3.25	-3.36,3.87	0.991132	0.988915	0.299159	447.045	8.20864	1	8.22544	9.12194	1.80758	16.7823	92.1047	840.174	13222
LJP009_A375_24H_X1_B20:A17	1	power	1.82613	61.2946	5.00874	0.97077	7.48576	0.0429768	2.28422	0.0648748	-0.13,0.22	0.79,3.78	-5.05,5.18	0.981532	0.976915	0.43171	212.591	6.93432	1	8.02748	10.0374	1.79974	12.9256	87.5163	878.436	18165.6
LJP009_A375_24H_X1_B20:A18	1	power	1.79408	60.8652	5.1059	0.959454	6.84411	0.041144	2.30149	0.313662	-0.16,0.25	0.46,4.14	-5.67,6.30	0.970967	0.963709	0.541284	133.776	6.14846	1	8.33034	8.96627	1.70568	14.9747	107.054	959.879	17690
LJP009_A375_24H_X1_B20:A19	1	power	1.97466	63.1416	4.72638	0.957831	6.7671	0.034655	2.39266	-0.198045	-0.15,0.22	0.45,4.34	-6.80,6.41	0.970279	0.962849	0.54766	130.587	6.10777	3	8.13804	10.1741	1.67162	11.2278	87.509	890.327	18750.1
LJP009_A375_24H_X1_B20:A20	1	power	2.96248	71.3477	2.97128	0.860348	4.40807	0.0519929	2.50556	-1.38569	-0.58,0.69	-2.40,7.41	-20.12,17.35	0.870311	0.837888	1.14402	26.8429	3.54838	13	7.97358	15.4085	1.32281	9.62455	77.4827	1193.89	32785
LJP009_A375_24H_X1_B20:A21	1	power	1.75766	60.3627	5.15592	0.965306	7.14981	0.0360389	2.3476	0.669473	-0.12,0.19	0.76,3.94	-4.15,5.49	0.977792	0.972239	0.473415	176.112	6.61393	1	8.37614	9.42412	1.77606	16.7068	105.074	990.233	18008.9
LJP009_A375_24H_X1_B20:A22	1	power	1.74905	60.2417	5.16542	0.975069	7.7974	0.0703409	2.09074	-0.186584	-0.20,0.34	0.72,3.46	-5.47,5.10	0.983311	0.979139	0.410387	235.683	7.11031	1	8.21132	8.97068	1.77385	16.447	105.417	945.662	14214.4
LJP009_A375_24H_X1_B20:A23	1	power	1.79671	60.9009	5.04255	0.973478	7.67623	0.0570802	2.18231	0.0142794	-0.17,0.28	0.74,3.62	-5.17,5.20	0.982638	0.978297	0.418586	226.385	7.04158	2	8.21412	10.777	1.8651	14.2739	97.36	1049.25	16811.7
LJP009_A375_24H_X1_B20:A24	1	power	1.71169	59.7058	5.15985	0.977792	8.02393	0.0229843	2.47793	0.904182	-0.05,0.09	1.39,3.57	-2.13,3.94	0.990789	0.988486	0.304885	430.264	8.14277	1	8.32458	8.4313	1.74164	17.4951	106.273	896.024	11379.7
LJP009_A375_24H_X1_B20:B01	1	power	1.67967	59.2324	5.12181	0.995687	11.2298	0.620305	1.32339	-3.38729	-0.55,1.79	0.69,1.96	-8.86,2.08	0.996367	0.995458	0.191489	1096.87	9.7587	0	8.58664	6.22946	1.5612	17.4569	151.765	945.411	10555.2
LJP009_A375_24H_X1_B20:B02	1	power	1.7726	60.5708	5.02665	0.987721	9.18373	0.246913	1.65565	-1.93348	-0.47,0.96	0.64,2.67	-8.03,4.17	0.990661	0.988327	0.306988	424.334	8.11889	1	8.73517	7.69619	1.6247	12.2534	151.925	1169.24	12027.5
LJP009_A375_24H_X1_B20:B03	1	power	1.97236	63.1147	4.64748	0.973517	7.67912	0.129988	1.91857	-1.7429	-0.47,0.73	0.25,3.58	-10.19,6.71	0.978646	0.973307	0.464223	183.315	6.68205	2	8.07574	9.86874	1.68061	11.3185	82.629	815.445	20101.7
LJP009_A375_24H_X1_B20:B04	1	power	2.04707	63.9643	4.5268	0.969656	7.41243	0.327784	1.60516	-3.87172	-1.49,2.14	-0.32,3.53	-18.24,10.50	0.971858	0.964822	0.53292	138.135	6.20257	5	7.90084	14.5605	1.90826	9.51894	62.5001	910.033	32581.5
LJP009_A375_24H_X1_B20:B05	1	power	1.72442	59.8903	5.1561	0.983319	8.58418	0.139108	1.84849	-0.78034	-0.31,0.59	0.69,3.00	-6.22,4.66	0.988152	0.985189	0.345791	333.596	7.70535	1	8.32186	8.53212	1.76452	17.0094	114.809	979.568	14129.5
LJP009_A375_24H_X1_B20:B06	1	power	2.0218	63.6826	4.55474	0.964318	7.09479	0.0241896	2.51761	-0.225715	-0.10,0.15	0.64,4.39	-6.29,5.84	0.976608	0.970759	0.48587	166.995	6.5237	2	8.09701	11.9173	1.74806	11.7571	79.8384	951.458	18114.2
LJP009_A375_24H_X1_B20:B07	1	power	1.97537	63.1499	4.64636	0.977571	8.00455	0.109979	1.97346	-1.66329	-0.36,0.58	0.45,3.50	-9.13,5.81	0.982998	0.978748	0.414221	231.267	7.07801	2	8.18637	10.6441	1.71632	12.1632	90.8788	967.326	21972.1
LJP009_A375_24H_X1_B20:B08	1	power	1.92023	62.4908	4.71892	0.981906	8.42508	0.30326	1.60842	-3.22605	-0.95,1.56	0.17,3.05	-13.30,6.85	0.984091	0.980114	0.400683	247.434	7.19345	1	8.07175	10.3786	1.76517	12.5152	82.9438	860.839	15735.1
LJP009_A375_24H_X1_B20:B09	1	power	1.99536	63.3817	4.61217	0.97605	7.87605	0.48898	1.4582	-4.75019	-1.96,2.94	-0.25,3.16	-19.76,10.26	0.977331	0.971664	0.478298	172.453	6.57827	1	8.14709	11.453	1.76727	11.3027	82.8105	948.43	18612.1
LJP009_A375_24H_X1_B20:B10	1	power	2.00323	63.4719	4.55402	0.985173	8.81484	0.848839	1.27433	-6.59974	-2.74,4.44	-0.12,2.67	-22.74,9.54	0.9856	0.982	0.381214	273.772	7.36651	1	8.27949	10.737	1.71095	11.6652	92.3495	991.559	19234
LJP009_A375_24H_X1_B20:B11	1	power	1.93432	62.6621	4.72744	0.983192	8.56944	0.484967	1.45169	-4.30989	-1.49,2.46	0.07,2.84	-16.14,7.52	0.984464	0.980579	0.395967	253.459	7.23459	1	8.30397	11.4056	1.81458	11.7281	90.1413	1028.12	15504
LJP009_A375_24H_X1_B20:B12	1	power	1.91993	62.4871	4.85268	0.97	7.43478	0.177707	1.79807	-2.08704	-0.68,1.04	0.08,3.51	-11.70,7.53	0.974394	0.967993	0.508338	152.214	6.36664	1	8.13958	10.8004	1.78021	12.2492	88.448	955.276	20239.1
LJP009_A375_24H_X1_B20:B13	1	power	2.52882	68.4241	3.69948	0.868827	4.53219	0.00879009	3.07429	0.457855	-0.09,0.11	-1.39,7.54	-10.56,11.47	0.888915	0.861144	1.05879	32.0085	3.81738	46	7.93259	37.3625	1.95944	9.39406	64.8189	2421.8	32860.1
LJP009_A375_24H_X1_B20:B14	1	power	1.93483	62.6682	4.7576	0.97861	8.0974	0.599043	1.37704	-5.26707	-2.24,3.44	-0.21,2.96	-20.65,10.12	0.979514	0.974392	0.454689	191.252	6.75414	1	8.24298	11.1315	1.79969	11.2776	87.0383	968.866	13176.6
LJP009_A375_24H_X1_B20:B15	1	power	1.92588	62.5597	4.82017	0.96196	6.96928	0.0774206	2.0919	-0.947366	-0.33,0.49	0.18,4.00	-9.09,7.19	0.969855	0.962319	0.551557	128.692	6.08314	2	8.10592	10.5725	1.76602	10.9074	80.3292	849.281	17827.1
LJP009_A375_24H_X1_B20:B16	1	power	1.79517	60.88	5.02969	0.979936	8.22278	0.248411	1.65776	-2.08762	-0.74,1.23	0.27,3.05	-10.52,6.35	0.982877	0.978596	0.41569	229.607	7.0657	1	8.33225	9.11415	1.75862	15.5327	110.212	1004.49	15658.3
LJP009_A375_24H_X1_B20:B17	1	power	1.79721	60.9077	5.08335	0.97601	7.8728	0.116467	1.92599	-0.86178	-0.34,0.58	0.51,3.34	-7.33,5.61	0.982018	0.977523	0.42599	218.447	6.98067	1	8.17114	10.3406	1.85733	13.6136	92.946	961.112	16435.9
LJP009_A375_24H_X1_B20:B18	1	power	1.83212	61.3736	4.99038	0.975519	7.83306	0.115038	1.93516	-1.03447	-0.35,0.58	0.49,3.38	-7.74,5.67	0.981582	0.976977	0.43113	213.174	6.93899	1	8.26041	9.55539	1.75422	13.4474	102.082	975.432	17732
LJP009_A375_24H_X1_B20:B19	1	power	1.94153	62.7489	4.70401	0.980505	8.27905	0.449407	1.47995	-4.04342	-1.45,2.35	0.03,2.93	-15.92,7.84	0.982033	0.977542	0.42581	218.635	6.98214	2	8.11882	10.9636	1.78482	11.4424	84.1235	922.296	13460.4
LJP009_A375_24H_X1_B20:B20	1	power	1.94961	62.8457	4.70284	0.976881	7.9452	0.173618	1.8028	-2.47471	-0.60,0.95	0.23,3.37	-11.63,6.68	0.980834	0.976043	0.439793	204.703	6.86987	1	8.13762	10.624	1.74228	11.6208	92.4552	982.242	14673.8
LJP009_A375_24H_X1_B20:B21	1	power	1.97536	63.1498	4.71593	0.967121	7.25516	0.0615347	2.17741	-0.99385	-0.25,0.37	0.37,3.99	-8.42,6.43	0.975486	0.969358	0.49738	159.173	6.44235	2	8.30397	11.534	1.74877	11.0967	96.9149	1117.81	26433.6
LJP009_A375_24H_X1_B20:B22	1	power	1.72232	59.8601	5.19532	0.981134	8.34333	0.151061	1.82509	-0.705207	-0.36,0.66	0.62,3.03	-6.40,4.99	0.986069	0.982586	0.37495	283.13	7.42407	2	8.42257	9.01261	1.8099	17.0551	112.243	1011.6	19075.2
LJP009_A375_24H_X1_B20:B23	1	power	1.9861	63.2748	4.68091	0.968802	7.35804	0.101854	1.99231	-1.91925	-0.42,0.63	0.16,3.83	-11.07,7.23	0.974732	0.968415	0.504971	154.304	6.38973	1	8.0818	10.747	1.7182	10.3449	87.4208	939.511	16904.2
LJP009_A375_24H_X1_B20:B24	1	power	1.68395	59.2964	5.28047	0.979278	8.15955	0.0723148	2.07723	0.260217	-0.15,0.30	0.95,3.20	-3.86,4.38	0.987827	0.984783	0.3505	324.587	7.65836	1	8.18371	8.97716	1.85	17.0554	99.9094	896.903	13926.2
LJP009_A375_24H_X1_B20:C01	1	power	2.25402	66.0755	4.0382	0.967326	7.26745	0.0223331	2.60442	-0.560369	-0.09,0.14	0.66,4.54	-6.91,5.79	0.97888	0.9736	0.461668	185.394	6.70122	7	7.81982	12.1358	1.57996	10.8588	81.6561	990.96	32771.4
LJP009_A375_24H_X1_B20:C02	1	power	2.01827	63.6428	4.51126	0.978637	8.09989	0.0834536	2.08495	-1.28281	-0.25,0.42	0.63,3.54	-7.74,5.18	0.985092	0.981365	0.387874	264.314	7.30634	2	8.14487	10.529	1.67078	11.9726	90.0641	948.285	21805.5
LJP009_A375_24H_X1_B20:C03	1	power	2.05369	64.0373	4.45464	0.96639	7.21206	0.0621497	2.20503	-0.881938	-0.26,0.39	0.29,4.12	-8.53,6.77	0.97444	0.96805	0.50788	152.496	6.36977	6	8.03528	9.52612	1.57183	11.6416	90.1123	858.421	32769.1
LJP009_A375_24H_X1_B20:C04	1	power	2.00965	63.5451	4.56478	0.981208	8.35099	0.359798	1.56676	-3.93768	-1.20,1.92	0.07,3.07	-15.42,7.54	0.983086	0.978857	0.413149	232.49	7.08701	2	8.23887	12.1864	1.79347	11.7342	86.2145	1050.65	22680.1
LJP009_A375_24H_X1_B20:C05	1	power	1.94991	62.8492	4.72769	0.97495	7.78812	0.441999	1.48806	-4.00124	-1.69,2.58	-0.18,3.15	-17.48,9.48	0.976533	0.970667	0.486639	166.455	6.5182	2	8.15606	10.5803	1.74523	10.9862	90.444	956.922	22281.8
LJP009_A375_24H_X1_B20:C06	1	power	2.01745	63.6335	4.60489	0.970939	7.49707	0.166881	1.83781	-2.35811	-0.67,1.00	0.05,3.62	-12.44,7.73	0.97527	0.969088	0.499564	157.749	6.42713	2	8.08748	10.924	1.70414	10.653	88.0531	961.89	26625
LJP009_A375_24H_X1_B20:C07	1	power	2.06548	64.1661	4.46537	0.976597	7.92126	0.217208	1.75192	-3.09968	-0.82,1.25	0.07,3.43	-13.79,7.59	0.979763	0.974704	0.45191	193.661	6.77544	3	8.08102	12.5986	1.77203	11.0657	78.3154	986.664	27725.7
LJP009_A375_24H_X1_B20:C08	1	power	1.87568	61.9361	4.85003	0.977172	7.97005	0.0974911	2.01072	-0.758687	-0.28,0.47	0.61,3.41	-6.80,5.29	0.983765	0.979707	0.404767	242.386	7.15822	1	7.98922	10.8173	1.83836	13.3245	76.5773	828.358	17272.4
LJP009_A375_24H_X1_B20:C09	1	power	1.98916	63.3102	4.61795	0.979522	8.1828	0.324528	1.60179	-3.41828	-1.07,1.72	0.10,3.10	-14.17,7.34	0.9818	0.97725	0.428571	215.776	6.95968	2	7.99929	10.9417	1.74219	11.4156	81.1685	888.118	23330.5
LJP009_A375_24H_X1_B20:C10	1	power	1.94856	62.8332	4.6166	0.98464	8.74565	0.734236	1.31753	-5.19379	-2.23,3.70	-0.04,2.68	-18.92,8.53	0.985246	0.981558	0.385865	267.116	7.32438	2	8.23477	10.7868	1.76419	12.7107	87.469	943.509	22685.7
LJP009_A375_24H_X1_B20:C11	1	power	1.75549	60.3324	5.17989	0.968776	7.35643	0.080314	2.06148	-0.000642652	-0.25,0.41	0.55,3.57	-5.77,5.77	0.977413	0.971766	0.477434	173.092	6.58455	1	8.25423	10.2093	1.87135	16.3754	96.9053	989.336	19445.4
LJP009_A375_24H_X1_B20:C12	1	power	1.96853	63.0698	4.77863	0.965457	7.15839	0.297176	1.62814	-3.21208	-1.29,1.89	-0.24,3.50	-16.15,9.72	0.968317	0.960396	0.565451	122.251	5.9967	2	8.08882	11.6596	1.80194	10.688	80.9796	944.191	18937.8
LJP009_A375_24H_X1_B20:C13	1	power	2.10759	64.6168	4.32966	0.965458	7.15844	0.0515688	2.29853	-0.485076	-0.21,0.31	0.42,4.18	-7.39,6.42	0.975014	0.968767	0.502151	156.087	6.40919	8	7.99579	11.9613	1.69723	11.4807	76.1136	910.42	32773.7
LJP009_A375_24H_X1_B20:C14	1	power	2.03341	63.8128	4.49462	0.9769	7.94681	0.164017	1.8525	-2.16216	-0.56,0.89	0.26,3.45	-10.90,6.58	0.981119	0.976399	0.436507	207.857	6.89593	5	8.02475	12.9262	1.81719	11.9223	76.7757	992.42	31974
LJP009_A375_24H_X1_B20:C15	1	power	1.91514	62.4285	4.8058	0.971762	7.55342	0.0669011	2.1555	-0.42539	-0.21,0.34	0.64,3.67	-6.29,5.44	0.980708	0.975885	0.441232	203.344	6.85852	2	8.04679	10.7537	1.78114	12.0697	81.7738	879.374	29842.6
LJP009_A375_24H_X1_B20:C16	1	power	1.70502	59.6083	5.18015	0.986558	9.0067	0.135493	1.85549	-0.605055	-0.22,0.50	0.90,2.81	-4.98,3.77	0.991631	0.989539	0.290613	473.963	8.30934	1	8.36626	9.22158	1.85724	17.2872	104.124	960.188	13859.2
LJP009_A375_24H_X1_B20:C17	1	power	1.85593	61.6836	4.92983	0.980083	8.23718	0.26527	1.64762	-2.41917	-0.77,1.30	0.28,3.02	-11.09,6.25	0.983032	0.97879	0.413803	231.743	7.08151	1	8.16235	10.3525	1.81257	13.1153	92.162	954.103	18625.5
LJP009_A375_24H_X1_B20:C18	1	power	1.80739	61.0449	5.0429	0.979001	8.13355	0.162556	1.80881	-1.4108	-0.45,0.78	0.46,3.16	-8.42,5.60	0.983584	0.97948	0.407024	239.66	7.1389	1	8.34979	10.2611	1.85398	13.2491	88.5359	908.477	15940.9
LJP009_A375_24H_X1_B20:C19	1	power	2.15856	65.143	4.30457	0.897633	5.02247	0.0660306	2.20679	-1.10814	-0.58,0.71	-1.38,5.80	-16.13,13.91	0.906153	0.882691	0.973181	38.6224	4.11031	12	7.52603	15.5538	1.87295	8.88566	56.2731	875.258	32782.8
LJP009_A375_24H_X1_B20:C20	1	power	2.77667	70.1939	3.3121	0.839435	4.13109	0.000171148	4.74328	2.10597	-0.00,0.00	-0.35,9.84	-3.99,8.20	0.889849	0.862311	1.05433	32.3138	3.83205	86	8.94479	100.889	1.90586	11.0155	70.3774	7100.28	32951.4
LJP009_A375_24H_X1_B20:C21	1	power	2.30932	66.5861	3.9677	0.9073	5.21819	0.00307898	3.465	1.66626	-0.02,0.03	0.22,6.71	-4.11,7.45	0.937754	0.922193	0.792571	60.2612	4.82355	61	8.16915	45.5897	2.10588	12.1838	76.435	3484.65	32894.3
LJP009_A375_24H_X1_B20:C22	1	power	1.94867	62.8344	4.65519	0.965858	7.18127	0.549743	1.4121	-4.61175	-2.62,3.72	-0.54,3.37	-22.31,13.08	0.967001	0.958752	0.577074	117.217	5.92601	5	7.97374	12.7846	1.89282	10.5228	80.9538	1034.96	28618.6
LJP009_A375_24H_X1_B20:C23	1	power	2.17995	65.3578	4.18003	0.884474	4.78353	0.0918571	2.10406	-1.26951	-0.89,1.08	-1.89,6.10	-19.02,16.48	0.891029	0.863786	1.04867	32.7069	3.85075	28	8.29509	22.2242	1.99938	11.2626	84.3791	1875.26	32819.1
LJP009_A375_24H_X1_B20:C24	1	power	1.947	62.8145	4.72144	0.92539	5.64594	0.0781848	2.08777	-1.07734	-0.54,0.70	-0.77,4.95	-13.64,11.48	0.933182	0.916478	0.821161	55.8644	4.70043	3	7.89344	10.7107	1.78465	10.0257	70.2636	752.575	20524.7
LJP009_A375_24H_X1_B20:D01	1	power	2.35938	67.0309	4.06965	0.899399	5.05682	1.22527	1.20657	-10.4738	-13.46,15.91	-2.67,5.08	-70.62,49.67	0.899635	0.874544	1.00641	35.8546	3.99367	7	8.14801	16.279	1.71008	6.23698	67.979	1106.63	32771.4
LJP009_A375_24H_X1_B20:D02	1	power	2.35056	66.9536	3.93041	0.959519	6.84728	0.0524188	2.3227	-1.51879	-0.28,0.39	-0.06,4.70	-11.28,8.24	0.967565	0.959456	0.572128	119.322	5.95592	12	8.14002	16.8541	1.70726	9.86892	78.9252	1330.21	32782.8
LJP009_A375_24H_X1_B20:D03	1	power	2.21085	65.6621	4.1945	0.9558	6.67483	0.0515661	2.31948	-0.759874	-0.25,0.35	0.11,4.53	-9.11,7.59	0.965729	0.957161	0.588093	112.717	5.86029	11	8.01634	15.1858	1.76941	10.1589	70.3914	1068.95	32780.5
LJP009_A375_24H_X1_B20:D04	1	power	2.15747	65.132	4.32278	0.965288	7.14879	0.170212	1.85767	-2.84258	-0.81,1.15	-0.20,3.92	-14.92,9.24	0.9695	0.961875	0.554795	127.147	6.0628	5	8.16301	11.7734	1.65093	10.1542	79.8466	940.062	31435.6
LJP009_A375_24H_X1_B20:D05	1	power	2.16889	65.2472	4.25948	0.966091	7.19466	0.115458	1.99029	-2.49172	-0.55,0.79	-0.10,4.08	-13.51,8.53	0.971196	0.963995	0.53915	134.869	6.16218	3	8.01467	12.5585	1.68906	10.638	73.6691	925.171	20406
LJP009_A375_24H_X1_B20:D06	1	power	2.20525	65.6074	4.17916	0.975471	7.82925	0.368439	1.59436	-4.63565	-1.58,2.32	-0.26,3.45	-19.43,10.16	0.977307	0.971634	0.478553	172.265	6.57642	5	8.21598	12.2797	1.64251	9.76753	83.5102	1025.48	29915.8
LJP009_A375_24H_X1_B20:D07	1	power	1.8375	61.4442	4.87227	0.980317	8.26028	0.137011	1.88995	-0.797646	-0.34,0.62	0.62,3.16	-6.67,5.07	0.985691	0.982114	0.379998	275.552	7.37761	4	8.26939	9.96374	1.77991	16.5781	102.162	1017.91	25126.8
LJP009_A375_24H_X1_B20:D08	1	power	1.8645	61.7938	4.84978	0.986517	9.00073	0.520407	1.41549	-4.12345	-1.32,2.36	0.22,2.61	-14.45,6.21	0.987645	0.984556	0.353107	319.753	7.63261	1	8.26297	9.99145	1.78332	12.6541	91.9324	918.538	15888
LJP009_A375_24H_X1_B20:D09	1	power	2.09818	64.5173	4.40067	0.965195	7.14356	0.181377	1.82571	-2.69371	-0.86,1.22	-0.23,3.88	-14.77,9.38	0.96914	0.961425	0.558061	125.617	6.0424	4	7.94472	12.0585	1.71971	11.0411	74.9905	904.27	30996
LJP009_A375_24H_X1_B20:D10	1	power	2.06101	64.1173	4.49919	0.955456	6.65959	0.0726872	2.1648	-0.770147	-0.34,0.48	0.05,4.28	-9.26,7.72	0.964251	0.955314	0.600642	107.891	5.78694	7	7.82442	11.0776	1.69055	10.7138	72.6366	804.64	32771.4
LJP009_A375_24H_X1_B20:D11	1	power	1.89594	62.191	4.78313	0.981407	8.37185	0.164034	1.81564	-2.02249	-0.47,0.80	0.45,3.18	-9.57,5.52	0.985458	0.981822	0.383086	271.064	7.34949	1	8.13037	11.9272	1.88421	11.989	83.9098	1000.81	14780.4
LJP009_A375_24H_X1_B20:D12	1	power	1.92598	62.5609	4.85881	0.964733	7.11772	0.112738	1.95516	-1.57691	-0.48,0.70	0.08,3.83	-10.70,7.55	0.970825	0.963531	0.542611	133.103	6.13995	1	8.21935	11.0373	1.7838	11.9534	88.1024	972.409	18217.7
LJP009_A375_24H_X1_B20:D13	1	power	1.88564	62.062	4.86573	0.977765	8.02157	0.457779	1.46304	-3.88635	-1.55,2.46	-0.03,2.96	-16.12,8.35	0.979311	0.974139	0.456934	189.338	6.73703	1	8.19656	10.9537	1.83361	12.5119	87.2761	955.999	14933.6
LJP009_A375_24H_X1_B20:D14	1	power	1.93672	62.6911	4.74436	0.982055	8.44128	1.05463	1.19211	-7.1186	-3.68,5.79	-0.26,2.65	-25.75,11.52	0.982294	0.977868	0.422704	221.918	7.00757	1	8.36915	11.1502	1.79549	11.1629	98.741	1100.98	16325.2
LJP009_A375_24H_X1_B20:D15	1	power	1.91516	62.4287	4.82387	0.977881	8.03182	0.359032	1.55386	-3.30392	-1.19,1.91	0.05,3.05	-14.26,7.65	0.980015	0.975018	0.449094	196.148	6.79717	2	8.12565	11.4808	1.84032	11.0807	84.077	965.272	20679.6
LJP009_A375_24H_X1_B20:D16	1	power	1.81029	61.0839	4.93785	0.983807	8.64238	0.0957254	2.00306	-0.49831	-0.19,0.38	0.92,3.09	-5.07,4.07	0.990196	0.987744	0.314553	403.978	8.03431	1	8.00809	9.61158	1.81244	14.0787	80.9751	778.299	17327.4
LJP009_A375_24H_X1_B20:D17	1	power	1.73972	60.1094	5.16507	0.976792	7.93766	0.342911	1.54181	-2.09279	-1.07,1.75	0.10,2.98	-11.48,7.30	0.979048	0.973811	0.459823	186.917	6.71513	1	8.4509	8.52185	1.75628	16.7239	121.159	1032.5	16495.4
LJP009_A375_24H_X1_B20:D18	1	power	2.00083	63.4445	4.64831	0.967255	7.26316	0.173773	1.82391	-2.21225	-0.72,1.07	-0.02,3.67	-12.57,8.15	0.971765	0.964707	0.533794	137.67	6.19687	3	8.08184	11.5908	1.76568	10.2551	82.9752	961.75	29977.2
LJP009_A375_24H_X1_B20:D19	1	power	1.98781	63.2946	4.62321	0.97777	8.02199	0.239796	1.70817	-2.73426	-0.80,1.28	0.18,3.24	-12.38,6.91	0.980965	0.976206	0.438292	206.135	6.88175	2	8.17935	10.4653	1.70706	10.8116	85.5163	894.956	25339.3
