sample	qcpass	fittype	calib_slope	calib_slope_deg	calib_span	calib_linfit_rsquare	calib_linfit_logpval	coef_a	coef_b	coef_c	ci_a	ci_b	ci_c	rsquare	adjrsquare	rmse	f	f_logpval	truncated_genes	median	iqr	iqr_raw	q1	q25	q75	q99
LJP009_A375_24H_X1_B20:D19	1	power	1.9521	62.8754	4.72117	0.974739	7.77164	0.151998	1.86624	-1.67244	-0.50,0.80	0.33,3.40	-9.64,6.29	0.979807	0.974758	0.451426	194.085	6.77917	4	8.61063	9.22465	1.60735	11.0091	122.721	1132.06	26855.2
LJP009_A375_24H_X1_B20:D20	1	power	1.92383	62.5347	4.72394	0.976857	7.94318	0.102253	1.99624	-1.15298	-0.31,0.51	0.54,3.45	-7.83,5.52	0.983071	0.978839	0.413334	232.278	7.08545	4	8.52382	9.86413	1.68625	11.7241	108.366	1068.93	21716.8
LJP009_A375_24H_X1_B20:D21	1	power	2.0029	63.4681	4.6633	0.951888	6.50837	0.0335787	2.40609	-0.353454	-0.17,0.23	0.22,4.59	-7.85,7.14	0.963923	0.954904	0.603388	106.875	5.77109	4	8.56868	10.0992	1.60561	11.021	108.187	1092.61	25351.2
LJP009_A375_24H_X1_B20:D22	1	power	1.9414	62.7473	4.74944	0.97638	7.90322	0.246356	1.6879	-2.71724	-0.85,1.35	0.12,3.26	-12.71,7.27	0.979481	0.974351	0.455053	190.94	6.75136	3	8.49454	9.84131	1.67935	10.6467	112.284	1105.02	21090.3
LJP009_A375_24H_X1_B20:D23	1	power	1.81961	61.2082	4.91217	0.970111	7.44203	0.0896654	2.0208	-0.661371	-0.30,0.48	0.46,3.58	-7.33,6.01	0.977715	0.972143	0.474234	175.49	6.60792	3	8.53044	8.66536	1.67124	11.6647	119.223	1033.11	15809.8
LJP009_A375_24H_X1_B20:D24	1	power	1.97055	63.0935	4.67201	0.972203	7.58423	0.0547118	2.22406	-0.700392	-0.19,0.30	0.60,3.85	-7.00,5.60	0.98088	0.9761	0.439261	205.209	6.87408	4	8.62494	8.99759	1.55743	11.6328	121.445	1092.71	20502.4
LJP009_A375_24H_X1_B20:E01	1	power	2.10441	64.5833	4.46798	0.957344	6.7446	0.13122	1.93682	-2.37087	-0.69,0.95	-0.30,4.17	-14.37,9.63	0.962645	0.953306	0.613988	103.079	5.71058	5	8.4919	9.5581	1.52971	10.1982	103.238	986.763	32615.9
LJP009_A375_24H_X1_B20:E02	1	power	1.97419	63.1362	4.62195	0.983446	8.5992	0.410188	1.51421	-4.18429	-1.26,2.08	0.12,2.91	-15.48,7.12	0.985014	0.981268	0.388885	262.921	7.29729	3	8.61166	9.55042	1.64244	11.2926	106.822	1020.19	19782.7
LJP009_A375_24H_X1_B20:E03	1	power	2.00164	63.4537	4.4736	0.989432	9.47737	0.654424	1.36086	-5.63385	-1.66,2.97	0.17,2.55	-17.62,6.36	0.990117	0.987647	0.315805	400.75	8.02051	2	8.42224	9.55298	1.62708	11.9578	99.7031	952.462	20005.4
LJP009_A375_24H_X1_B20:E04	1	power	2.03766	63.8601	4.46842	0.983082	8.55668	2.26879	0.966684	-10.8113	-8.59,13.13	-0.51,2.44	-39.87,18.25	0.983089	0.978861	0.413112	232.532	7.08732	3	8.71957	9.36059	1.58427	11.1966	132.594	1241.16	23100.4
LJP009_A375_24H_X1_B20:E05	1	power	1.85213	61.6345	4.97333	0.978281	8.06753	0.458992	1.45572	-3.76302	-1.51,2.42	-0.00,2.92	-15.63,8.10	0.979816	0.97477	0.451325	194.174	6.77994	1	8.6858	8.85633	1.68294	12.2957	127.333	1127.7	11263.2
LJP009_A375_24H_X1_B20:E06	1	power	2.03022	63.7772	4.47073	0.98247	8.48708	0.790041	1.30456	-6.14739	-2.72,4.30	-0.18,2.79	-22.39,10.10	0.98302	0.978775	0.413953	231.572	7.08026	5	8.57921	9.7831	1.61501	10.9214	117.573	1150.22	26937.7
LJP009_A375_24H_X1_B20:E07	1	power	1.9287	62.594	4.85214	0.969081	7.37563	0.28606	1.63286	-3.03135	-1.17,1.75	-0.15,3.42	-15.10,9.04	0.971909	0.964886	0.532434	138.395	6.20574	2	8.54933	9.37471	1.66297	10.5527	104.19	976.748	20790.7
LJP009_A375_24H_X1_B20:E08	1	power	1.99709	63.4015	4.68774	0.97045	7.46438	0.399094	1.53026	-4.06031	-1.69,2.49	-0.28,3.34	-18.41,10.29	0.972344	0.96543	0.528299	140.633	6.23282	4	8.5596	9.69516	1.6239	10.8567	120.611	1169.34	24746.6
LJP009_A375_24H_X1_B20:E09	1	power	1.99531	63.3812	4.69346	0.96743	7.27367	0.123339	1.94291	-1.71722	-0.49,0.73	0.16,3.73	-10.66,7.23	0.973422	0.966778	0.517897	146.501	6.30191	4	8.58482	9.78241	1.61849	10.3089	111.954	1095.19	27609.3
LJP009_A375_24H_X1_B20:E10	1	power	2.08905	64.4202	4.40063	0.977	7.95534	0.215116	1.76545	-2.87686	-0.78,1.21	0.12,3.41	-13.06,7.31	0.980353	0.975442	0.445272	199.598	6.82686	6	8.54268	12.1208	1.70262	9.80434	101.98	1236.08	32769.1
LJP009_A375_24H_X1_B20:E11	1	power	2.24227	65.9642	4.16298	0.95079	6.46406	0.0466792	2.35268	-0.979217	-0.26,0.35	-0.11,4.82	-10.33,8.37	0.96058	0.950725	0.630729	97.4703	5.61712	15	8.37209	17.0496	1.76062	10.1878	91.9984	1568.53	32789.6
LJP009_A375_24H_X1_B20:E12	1	power	2.00065	63.4424	4.58938	0.969604	7.40909	0.0898641	2.05768	-1.26245	-0.35,0.53	0.29,3.82	-9.19,6.67	0.976303	0.970379	0.489024	164.797	6.50122	3	8.34914	9.68646	1.61089	11.2101	104.535	1012.57	22337.5
LJP009_A375_24H_X1_B20:E13	1	power	1.72062	59.8354	5.21766	0.982488	8.48903	0.211196	1.70011	-1.44277	-0.50,0.93	0.51,2.89	-8.03,5.15	0.986134	0.982668	0.374071	284.481	7.43223	1	8.73086	8.03962	1.71415	16.6099	132.875	1068.26	10077.6
LJP009_A375_24H_X1_B20:E14	1	power	2.11435	64.6878	4.43567	0.948705	6.38258	0.0245204	2.55518	-0.155148	-0.13,0.17	0.27,4.84	-7.37,7.06	0.962815	0.953519	0.612584	103.571	5.71854	4	8.3844	8.53646	1.41389	10.5985	110.325	941.785	29323.4
LJP009_A375_24H_X1_B20:E15	1	power	1.87019	61.8663	4.91085	0.97282	7.62822	0.0959461	2.012	-0.805055	-0.30,0.49	0.51,3.51	-7.34,5.73	0.980036	0.975045	0.448852	196.364	6.79904	3	8.39683	8.54053	1.6339	11.7512	104.12	889.241	19389.7
LJP009_A375_24H_X1_B20:E16	1	power	1.6782	59.2103	5.30207	0.98461	8.74193	0.184771	1.74024	-0.950039	-0.36,0.73	0.69,2.79	-6.32,4.42	0.988823	0.986029	0.335843	353.892	7.80677	1	8.54269	7.65813	1.7215	16.5223	126.149	966.066	9128.82
LJP009_A375_24H_X1_B20:E17	1	power	2.01181	63.5696	4.55844	0.978625	8.09877	0.756349	1.31295	-6.36693	-2.97,4.48	-0.32,2.94	-24.39,11.65	0.979221	0.974026	0.45793	188.498	6.72947	1	8.40854	8.56018	1.53855	10.6147	110.659	947.257	11303.9
LJP009_A375_24H_X1_B20:E18	1	power	1.81826	61.1903	4.90399	0.982604	8.50214	0.20325	1.73598	-1.65472	-0.50,0.90	0.52,2.96	-8.44,5.13	0.986393	0.982991	0.370568	289.961	7.46492	2	8.476	8.12733	1.641	13.3162	120.252	977.325	16109.8
LJP009_A375_24H_X1_B20:E19	1	power	2.47667	68.0127	3.81369	0.882167	4.74444	0.0185167	2.78912	0.0390947	-0.17,0.20	-1.16,6.74	-11.22,11.30	0.899483	0.874354	1.00717	35.7943	3.99104	42	8.11959	37.7076	2.00073	9.33663	66.8558	2520.97	32851
LJP009_A375_24H_X1_B20:E20	1	power	2.05039	64.0009	4.49708	0.978068	8.04842	0.403541	1.53385	-4.44146	-1.53,2.34	-0.12,3.19	-17.94,9.05	0.979724	0.974655	0.45235	193.277	6.77207	4	8.51644	10.311	1.62623	10.8559	117.275	1209.22	27989.6
LJP009_A375_24H_X1_B20:E21	1	power	2.02613	63.7313	4.49813	0.98074	8.30278	1.6842	1.05789	-9.3379	-6.80,10.17	-0.53,2.65	-35.67,17.00	0.980759	0.975949	0.440651	203.891	6.86311	4	8.77124	8.83601	1.54943	14.0434	145.516	1285.78	21540.6
LJP009_A375_24H_X1_B20:E22	1	power	2.11081	64.6507	4.46341	0.962116	6.97735	0.187684	1.81813	-2.71866	-0.89,1.26	-0.23,3.87	-14.86,9.42	0.966445	0.958056	0.58192	115.206	5.89695	7	8.80089	10.7816	1.58774	9.91607	125.357	1351.55	32771.4
LJP009_A375_24H_X1_B20:E23	1	power	1.80826	61.0567	4.88978	0.979321	8.16367	0.0617688	2.16708	0.141209	-0.15,0.27	0.92,3.41	-4.29,4.57	0.987615	0.984518	0.353539	318.961	7.62836	4	8.81518	9.5085	1.70243	17.3285	144.949	1378.25	21247.9
LJP009_A375_24H_X1_B20:E24	1	power	1.95042	62.8554	4.52646	0.976824	7.94038	0.122397	1.92802	-1.7825	-0.42,0.66	0.36,3.49	-9.75,6.19	0.981846	0.977307	0.428029	216.332	6.96407	4	8.58359	9.71953	1.65455	11.192	114.234	1110.3	19815.3
LJP009_A375_24H_X1_B20:F01	1	power	2.02468	63.7149	4.64197	0.963934	7.07375	0.211504	1.75483	-2.88923	-0.98,1.40	-0.24,3.75	-15.26,9.48	0.967657	0.959571	0.571314	119.673	5.96086	4	8.67479	10.2451	1.63146	11.6436	113.704	1164.91	25022.6
LJP009_A375_24H_X1_B20:F02	1	power	2.0132	63.5854	4.54105	0.982087	8.44475	0.703103	1.33994	-5.78294	-2.42,3.82	-0.15,2.83	-21.22,9.65	0.982783	0.978478	0.416837	228.323	7.05613	3	8.53049	9.31954	1.59532	10.4937	112.894	1052.12	16097.3
LJP009_A375_24H_X1_B20:F03	1	power	2.09091	64.4401	4.36116	0.971438	7.53101	0.152884	1.88683	-2.29005	-0.65,0.95	0.00,3.77	-12.57,7.99	0.975671	0.969589	0.495498	160.415	6.45552	5	8.4019	11.7679	1.67853	11.1713	100.054	1177.42	30966.5
LJP009_A375_24H_X1_B20:F04	1	power	1.82979	61.343	4.93081	0.987718	9.18332	0.735696	1.29408	-4.81237	-1.80,3.27	0.14,2.44	-16.28,6.66	0.988295	0.985369	0.343692	337.733	7.72651	1	8.57489	8.61836	1.69271	12.1801	119.407	1029.09	13299.3
LJP009_A375_24H_X1_B20:F05	1	power	1.97008	63.088	4.63419	0.969801	7.4218	0.108166	1.99854	-1.04836	-0.39,0.61	0.30,3.70	-8.70,6.60	0.976204	0.970255	0.490045	164.094	6.49397	4	8.32964	9.52197	1.63493	12.2809	95.7422	911.654	28228.2
LJP009_A375_24H_X1_B20:F06	1	power	1.89734	62.2084	4.77469	0.984028	8.6693	0.298207	1.61182	-2.96924	-0.80,1.40	0.33,2.89	-11.74,5.80	0.986408	0.98301	0.37036	290.291	7.46687	2	8.62639	9.41791	1.68888	11.993	115.791	1090.51	14326.6
LJP009_A375_24H_X1_B20:F07	1	power	2.03222	63.7995	4.5593	0.970306	7.45487	0.17632	1.83073	-2.14047	-0.68,1.04	0.07,3.59	-11.89,7.61	0.974763	0.968454	0.504663	154.498	6.39185	5	8.48097	9.33465	1.56162	11.0245	113.343	1058.01	30445
LJP009_A375_24H_X1_B20:F08	1	power	1.85732	61.7015	4.95779	0.97345	7.67418	0.141876	1.87331	-1.20597	-0.46,0.74	0.35,3.39	-8.63,6.21	0.978936	0.973669	0.46106	185.893	6.7058	2	8.34604	9.45772	1.72996	12.1037	97.2174	919.455	20974.4
LJP009_A375_24H_X1_B20:F09	1	power	1.91912	62.4773	4.8367	0.970205	7.44822	0.218196	1.73119	-2.18371	-0.81,1.24	0.06,3.40	-12.04,7.67	0.974129	0.967661	0.510964	150.612	6.34874	2	8.39088	8.77517	1.62048	11.5357	105.95	929.731	19924.7
LJP009_A375_24H_X1_B20:F10	1	power	2.20758	65.6302	4.22442	0.958331	6.79052	0.195569	1.80827	-3.68457	-1.12,1.51	-0.58,4.19	-19.19,11.82	0.961808	0.95226	0.620825	100.734	5.67211	4	8.24611	9.50386	1.4704	9.79735	92.5666	879.74	25942.3
LJP009_A375_24H_X1_B20:F11	1	power	1.95745	62.9389	4.54533	0.978655	8.1016	0.704589	1.3334	-5.07582	-2.72,4.13	-0.31,2.98	-21.26,11.11	0.979299	0.974124	0.457064	189.228	6.73604	4	8.98319	10.8561	1.73119	15.2854	162.874	1768.18	25057.1
LJP009_A375_24H_X1_B20:F12	1	power	2.11357	64.6796	4.36917	0.964328	7.09529	0.219486	1.75876	-3.20352	-1.10,1.54	-0.38,3.90	-16.89,10.48	0.967567	0.959458	0.572107	119.33	5.95604	5	8.56944	11.6268	1.65401	10.73	105.209	1223.24	29882.6
LJP009_A375_24H_X1_B20:F13	1	power	1.99522	63.3801	4.67748	0.958783	6.8119	0.0661204	2.16316	-0.98846	-0.30,0.43	0.15,4.18	-9.33,7.35	0.967467	0.959334	0.572987	118.952	5.9507	3	8.4318	9.53879	1.58916	10.6647	110.363	1052.73	27488.5
LJP009_A375_24H_X1_B20:F14	1	power	1.63746	58.5874	5.31196	0.987908	9.21376	0.0868043	2.00805	0.412108	-0.08,0.26	1.30,2.72	-2.23,3.05	0.995143	0.993929	0.221398	819.527	9.25447	2	8.58725	7.56904	1.7301	18.0134	129.017	976.537	9335.65
LJP009_A375_24H_X1_B20:F15	1	power	1.91364	62.41	4.84694	0.967272	7.26419	0.0981943	2.01365	-0.980183	-0.36,0.55	0.32,3.70	-8.48,6.52	0.97457	0.968212	0.506591	153.293	6.3786	3	8.43022	8.86866	1.61851	11.2862	106.183	941.697	16699.8
LJP009_A375_24H_X1_B20:F16	1	power	1.91345	62.4077	4.80889	0.976287	7.89556	0.294822	1.61855	-3.06756	-1.04,1.63	0.04,3.19	-13.86,7.73	0.978831	0.973538	0.462208	184.952	6.69716	2	8.54065	8.36495	1.59051	12.327	112.429	940.466	11361.2
LJP009_A375_24H_X1_B20:F17	1	power	1.91511	62.4281	4.86161	0.972813	7.62771	0.238127	1.69315	-2.64948	-0.88,1.36	0.04,3.34	-13.04,7.74	0.976144	0.97018	0.49066	163.673	6.48961	2	8.69385	8.63606	1.60134	11.1289	122.096	1054.43	16174.4
LJP009_A375_24H_X1_B20:F18	1	power	1.71877	59.8086	5.15895	0.984365	8.71098	0.146974	1.84093	-0.429042	-0.28,0.57	0.79,2.90	-5.20,4.34	0.989406	0.986757	0.326977	373.565	7.89973	3	8.71626	6.99094	1.58432	17.4931	147.327	1029.96	16036.2
LJP009_A375_24H_X1_B20:F19	1	power	3.35406	73.3982	2.08787	0.469167	1.69821	3.49933e-09	9.77281	3.5931	-0.00,0.00	-13.21,32.76	-4.69,11.88	0.520243	0.400304	2.20036	4.33756	1.27592	189	9.45977	581.071	2.08029	14.6422	56.6412	32912.5	33187.4
LJP009_A375_24H_X1_B20:F20	1	power	2.66961	69.4647	3.44843	0.970878	7.49299	0.142623	2.01669	-3.74791	-0.75,1.04	-0.31,4.35	-17.41,9.91	0.974693	0.968366	0.505362	154.059	6.38704	29	8.83843	24.9487	1.67547	10.3841	110.043	2745.42	32821.4
LJP009_A375_24H_X1_B20:F21	1	power	1.92499	62.5489	4.79353	0.975351	7.81971	0.214313	1.73295	-2.40963	-0.75,1.18	0.15,3.32	-11.95,7.13	0.978919	0.973649	0.461237	185.748	6.70447	3	8.71987	8.19443	1.54704	11.8731	135.837	1113.1	14486.4
LJP009_A375_24H_X1_B20:F22	1	power	1.99638	63.3934	4.64302	0.973241	7.65881	0.597363	1.38794	-5.62655	-2.67,3.86	-0.44,3.22	-23.75,12.50	0.97416	0.9677	0.510657	150.798	6.35083	3	8.80957	8.95464	1.57296	9.83878	131.766	1179.92	16862.1
LJP009_A375_24H_X1_B20:F23	1	power	1.777	60.6315	5.01727	0.974347	7.74151	0.14081	1.86659	-0.674007	-0.44,0.72	0.37,3.36	-7.55,6.20	0.979576	0.97447	0.453993	191.851	6.75947	4	8.84195	8.79882	1.70326	16.8457	142.423	1253.15	21872.9
LJP009_A375_24H_X1_B20:F24	1	power	2.18982	65.4558	4.20691	0.951234	6.48183	0.0467001	2.32463	-1.16748	-0.28,0.37	-0.22,4.87	-11.18,8.85	0.959893	0.949866	0.636199	95.733	5.58712	5	8.31527	12.4177	1.63306	10.8111	88.6047	1100.26	29011.3
LJP009_A375_24H_X1_B20:G01	1	power	2.26775	66.2042	4.1144	0.967518	7.27897	0.23816	1.75157	-4.16996	-1.22,1.70	-0.41,3.92	-19.36,11.02	0.970377	0.962971	0.546765	131.028	6.11346	6	8.53586	13.5604	1.64073	8.85099	100.33	1360.51	32769.1
LJP009_A375_24H_X1_B20:G02	1	power	2.26991	66.2243	4.10606	0.957469	6.75034	0.182673	1.85763	-3.14719	-1.03,1.40	-0.55,4.26	-17.64,11.34	0.961428	0.951785	0.623907	99.7016	5.6549	10	8.38669	16.2948	1.73775	9.20776	99.6621	1623.97	32778.2
LJP009_A375_24H_X1_B20:G03	1	power	2.10663	64.6067	4.44477	0.963665	7.05921	0.193553	1.80293	-2.90406	-0.92,1.31	-0.25,3.85	-15.37,9.56	0.96763	0.959537	0.571552	119.57	5.95941	5	8.41317	11.1026	1.63729	9.59757	94.3972	1048.06	31696.2
LJP009_A375_24H_X1_B20:G04	1	power	2.05427	64.0436	4.55493	0.968673	7.34996	0.272328	1.66887	-3.64587	-1.22,1.76	-0.24,3.58	-17.04,9.75	0.97146	0.964325	0.536674	136.153	6.17817	4	8.39378	9.87567	1.59807	10.6718	102.905	1016.26	19097.4
LJP009_A375_24H_X1_B20:G05	1	power	1.96739	63.0564	4.67268	0.976692	7.92925	0.818445	1.28381	-5.75476	-3.22,4.86	-0.36,2.93	-23.54,12.03	0.977218	0.971523	0.479488	171.578	6.56964	4	8.6943	9.58299	1.64874	10.7001	123.861	1186.96	24165
LJP009_A375_24H_X1_B20:G06	1	power	2.00847	63.5317	4.64694	0.955152	6.64623	0.089114	2.07557	-0.962679	-0.41,0.59	0.01,4.14	-9.83,7.91	0.963198	0.953998	0.609422	104.69	5.73652	5	8.36834	10.7817	1.67113	11.0128	101.924	1098.91	32091.8
LJP009_A375_24H_X1_B20:G07	1	power	2.20174	65.5731	4.19363	0.979079	8.14081	0.854313	1.30416	-7.6001	-3.73,5.44	-0.48,3.09	-29.12,13.92	0.979543	0.974429	0.454364	191.532	6.75663	5	8.60209	9.74297	1.48689	10.2901	116.364	1133.73	32466.4
LJP009_A375_24H_X1_B20:G08	1	power	2.12161	64.7636	4.4064	0.959192	6.83147	0.206473	1.78296	-3.04711	-1.08,1.50	-0.44,4.01	-16.94,10.84	0.962898	0.953623	0.611901	103.811	5.72241	5	8.35194	11.9261	1.67122	8.76744	96.6612	1152.8	27543.9
LJP009_A375_24H_X1_B20:G09	1	power	2.00719	63.5171	4.58174	0.975362	7.82055	0.607899	1.3873	-5.38945	-2.55,3.77	-0.37,3.14	-22.43,11.65	0.976262	0.970328	0.489441	164.509	6.49826	3	8.53556	9.6911	1.62841	11.1172	104.796	1015.59	18344.7
LJP009_A375_24H_X1_B20:G10	1	power	1.86428	61.7909	4.94354	0.978254	8.06507	0.376701	1.52769	-3.20505	-1.23,1.98	0.06,3.00	-14.02,7.61	0.980236	0.975295	0.446597	198.392	6.81653	2	8.67923	9.08868	1.69027	12.6332	120.94	1099.19	13121.1
LJP009_A375_24H_X1_B20:G11	1	power	1.83361	61.3932	5.05633	0.971098	7.50781	0.464315	1.44958	-3.64265	-1.82,2.75	-0.23,3.13	-17.15,9.86	0.97264	0.9658	0.525463	142.198	6.25152	1	8.77134	8.81633	1.69155	14.8717	133.737	1179.07	10108.3
LJP009_A375_24H_X1_B20:G12	1	power	1.77043	60.5408	5.0081	0.979789	8.20843	0.0683182	2.12687	0.24379	-0.15,0.29	0.93,3.32	-4.02,4.50	0.987935	0.984919	0.348938	327.535	7.67388	3	8.52167	7.26833	1.56214	16.5781	131.594	956.467	20792.2
LJP009_A375_24H_X1_B20:G13	1	power	1.89331	62.1581	4.74318	0.97868	8.10386	0.621843	1.35776	-5.0859	-2.24,3.48	-0.18,2.89	-20.02,9.85	0.979543	0.974428	0.454367	191.529	6.75661	1	8.38323	7.21307	1.50482	10.9797	117.304	846.12	9197.33
LJP009_A375_24H_X1_B20:G14	1	power	2.05157	64.0139	4.501	0.969277	7.38807	0.153523	1.88313	-1.98216	-0.61,0.92	0.08,3.69	-11.58,7.62	0.97418	0.967726	0.510454	150.921	6.3522	7	8.43059	9.86753	1.58625	10.4164	109.23	1077.83	32771.4
LJP009_A375_24H_X1_B20:G15	1	power	1.95607	62.9226	4.64209	0.984535	8.73243	0.304018	1.6227	-2.88239	-0.78,1.39	0.36,2.88	-11.37,5.61	0.986984	0.98373	0.362428	303.313	7.54208	4	8.59587	8.76003	1.5791	11.7558	128.815	1128.42	24496.4
LJP009_A375_24H_X1_B20:G16	1	power	2.11888	64.7352	4.32068	0.972208	7.58459	0.120046	1.98139	-1.90077	-0.47,0.71	0.19,3.77	-10.86,7.05	0.977538	0.971923	0.476108	174.08	6.59422	5	8.45597	10.4169	1.5711	11.0582	105.628	1100.31	31759.6
LJP009_A375_24H_X1_B20:G17	1	power	2.12217	64.7694	4.25257	0.982604	8.50214	0.143042	1.92482	-1.97304	-0.39,0.67	0.58,3.27	-8.97,5.02	0.987253	0.984066	0.358662	309.801	7.57838	6	8.49729	12.3422	1.67188	12.1618	110.326	1361.67	32769.1
LJP009_A375_24H_X1_B20:G18	1	power	1.7045	59.6006	5.28103	0.984096	8.67754	0.233026	1.66377	-1.47945	-0.52,0.98	0.53,2.79	-7.89,4.94	0.987403	0.984254	0.356546	313.537	7.59893	1	8.83026	8.05742	1.72513	16.5466	145.123	1169.32	9132.52
LJP009_A375_24H_X1_B20:G19	1	power	1.89525	62.1823	4.84308	0.966462	7.21627	0.0503162	2.26008	0.0304223	-0.17,0.27	0.61,3.91	-5.69,5.75	0.977147	0.971434	0.480236	171.031	6.56422	4	8.28635	10.1458	1.72452	11.7565	96.3423	977.471	21912.2
LJP009_A375_24H_X1_B20:G20	1	power	1.90206	62.2671	4.84806	0.974604	7.76122	0.16682	1.81952	-1.78772	-0.56,0.90	0.26,3.38	-10.17,6.60	0.979148	0.973935	0.458726	187.831	6.72344	2	8.38624	9.10982	1.6553	11.2729	108.714	990.362	16004.1
LJP009_A375_24H_X1_B20:G21	1	power	1.99801	63.4121	4.5351	0.978118	8.05287	0.242643	1.70327	-2.89858	-0.86,1.35	0.09,3.31	-13.25,7.45	0.980954	0.976193	0.438413	206.019	6.8808	4	8.42566	10.2355	1.66398	10.5811	108.217	1107.66	23508.8
LJP009_A375_24H_X1_B20:G22	1	power	1.90234	62.2705	4.88521	0.965157	7.14139	0.100818	1.99121	-1.25817	-0.40,0.60	0.21,3.78	-9.56,7.04	0.972078	0.965097	0.530832	139.256	6.21621	2	8.42174	9.26383	1.66802	10.4579	101.535	940.601	16796.7
LJP009_A375_24H_X1_B20:G23	1	power	1.95224	62.877	4.70944	0.972238	7.58672	0.121933	1.93525	-1.63702	-0.45,0.69	0.25,3.62	-10.03,6.76	0.977682	0.972102	0.474585	175.224	6.60535	4	8.5098	10.0555	1.68655	10.8772	100.849	1014.1	22595.3
LJP009_A375_24H_X1_B20:G24	1	power	1.79831	60.9225	4.99358	0.97373	7.69494	0.0349437	2.36369	0.542985	-0.09,0.16	1.01,3.71	-3.62,4.70	0.985324	0.981656	0.384839	268.563	7.33363	3	8.68028	8.3919	1.61916	17.0044	133.93	1123.93	22225.3
LJP009_A375_24H_X1_B20:H01	1	power	1.83121	61.3616	4.91921	0.981019	8.33142	0.0902057	2.02363	-0.636525	-0.21,0.39	0.82,3.23	-5.75,4.47	0.987818	0.984773	0.350619	324.363	7.65718	2	8.42027	9.85623	1.76783	14.0412	106.533	1050.01	11808.1
LJP009_A375_24H_X1_B20:H02	1	power	2.06719	64.1847	4.49659	0.952684	6.54109	0.0616313	2.21452	-0.86293	-0.31,0.43	-0.02,4.45	-9.75,8.03	0.961696	0.952119	0.621738	100.427	5.667	5	8.25336	11.7662	1.69554	10.7676	86.4699	1017.42	32164.6
LJP009_A375_24H_X1_B20:H03	1	power	2.38186	67.2254	3.81851	0.969104	7.37709	0.30096	1.70105	-4.41146	-1.58,2.18	-0.54,3.95	-20.89,12.07	0.971279	0.964098	0.538375	135.269	6.16718	18	8.45021	16.4052	1.66435	11.3066	107.758	1767.79	32796.4
LJP009_A375_24H_X1_B20:H04	1	power	1.8239	61.2652	5.00182	0.973591	7.6846	0.0606195	2.16127	-0.239336	-0.18,0.30	0.74,3.58	-5.59,5.11	0.982775	0.978469	0.416925	228.225	7.0554	2	8.4576	8.76717	1.68479	13.085	104.948	920.101	10271.5
LJP009_A375_24H_X1_B20:H05	1	power	1.89651	62.198	4.80638	0.975423	7.82543	0.101467	1.99934	-0.908854	-0.30,0.51	0.55,3.45	-7.33,5.51	0.982097	0.977621	0.425057	219.425	6.98828	2	8.27659	8.4347	1.61234	12.2186	97.5086	822.455	21807.4
LJP009_A375_24H_X1_B20:H06	1	power	2.23331	65.8788	4.15123	0.955337	6.65438	0.938579	1.27835	-7.98734	-6.25,8.13	-1.26,3.82	-40.14,24.16	0.955754	0.944692	0.668221	86.4034	5.4165	5	8.31217	12.733	1.64607	8.9554	83.5876	1064.32	29655.9
LJP009_A375_24H_X1_B20:H07	1	power	1.98283	63.2368	4.61988	0.982048	8.44046	1.87403	1.01739	-10.2085	-7.35,11.10	-0.50,2.54	-37.75,17.34	0.982049	0.977562	0.42562	218.834	6.98369	2	8.64556	7.78247	1.4928	10.3543	127.651	993.443	12221.7
LJP009_A375_24H_X1_B20:H08	1	power	2.131	64.861	4.40723	0.961666	6.95414	0.197613	1.7989	-3.07016	-0.99,1.39	-0.34,3.94	-16.32,10.18	0.96553	0.956913	0.589796	112.044	5.85025	5	8.25298	9.85117	1.54238	9.31379	96.1491	947.181	29070.6
LJP009_A375_24H_X1_B20:H09	1	power	2.29569	66.4621	4.09921	0.966641	7.22677	10.8646	0.554387	-27.5862	-77.87,99.60	-1.51,2.61	-161.00,105.83	0.967837	0.959797	0.569716	120.368	5.97059	12	8.88553	19.9462	1.90671	9.4712	123.488	2463.12	32782.8
LJP009_A375_24H_X1_B20:H10	1	power	2.0707	64.2228	4.42494	0.97915	8.14755	1.29004	1.14879	-8.75303	-5.63,8.21	-0.57,2.87	-34.11,16.61	0.97927	0.974088	0.457383	188.959	6.73362	2	8.44157	8.07542	1.45465	10.5374	119.288	963.299	16417.5
LJP009_A375_24H_X1_B20:H11	1	power	2.65211	69.3406	3.63955	0.933184	5.86304	0.277865	1.74941	-6.44545	-2.48,3.03	-1.74,5.24	-35.56,22.67	0.935645	0.919556	0.805887	58.1551	4.76567	8	8.45534	11.629	1.32328	6.56482	105.148	1222.77	32773.7
LJP009_A375_24H_X1_B20:H12	1	power	2.46486	67.9174	3.67417	0.963601	7.05575	24.5342	0.385089	-48.3815	-277.75,326.82	-2.19,2.96	-428.47,331.71	0.965101	0.956376	0.593457	110.616	5.82875	15	9.04648	18.4357	1.73742	9.08771	135.432	2496.78	32789.6
LJP009_A375_24H_X1_B20:H13	1	power	1.80651	61.0331	5.11516	0.973829	7.70232	0.15758	1.82485	-1.19564	-0.48,0.79	0.38,3.27	-8.45,6.06	0.979196	0.973995	0.458203	188.269	6.7274	1	8.4261	7.9258	1.6353	12.2227	109.91	871.128	11691
